,Agency,Create Time,Area Id,Beat,Priority,Incident Type Id,Incident Type Description,Event Number,Closed Time,Location 1
9188,OP,2014-01-19T20:08:47,3.0,17X,2,647,DISORDERLY CONDUCT,LOP140119000774,2014-01-19T21:52:54,"{'human_address': '{""address"":""E 18TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9189,OP,2014-01-19T20:11:08,5.0,34X,1,415,415 FAMILY,LOP140119000776,2014-01-19T21:11:42,"{'human_address': '{""address"":""82ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9190,OP,2014-01-19T20:12:59,1.0,02Y,1,211,ROBBERY,LOP140119000775,2014-01-19T20:16:56,"{'human_address': '{""address"":""ST&amp;CAMPBELL ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9191,OP,2014-01-19T20:15:11,2.0,11X,2,911H,911 HANG-UP,LOP140119000777,2014-01-20T00:15:58,"{'human_address': '{""address"":""62ND ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9192,OP,2014-01-19T20:18:43,4.0,27X,2,933R,ALARM-RINGER,LOP140119000780,2014-01-19T21:58:32,"{'human_address': '{""address"":""45TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9193,OP,2014-01-19T20:19:51,1.0,02Y,1,417,BRANDISH A WEAPON,LOP140119000781,2014-01-19T20:31:17,"{'human_address': '{""address"":""PERALTA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9194,OP,2014-01-19T20:23:23,2.0,08X,2,5150,MENTALLY ILL,LOP140119000783,2014-01-20T01:26:02,"{'human_address': '{""address"":""HAWTHORNE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9195,OP,2014-01-19T20:29:15,2.0,12X,2,415TH,415 THREATS,LOP140119000786,2014-01-20T01:38:49,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9196,OP,2014-01-19T20:34:23,3.0,19X,2,415BF,415 BOYFRIEND,LOP140119000788,2014-01-19T22:56:26,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9197,OP,2014-01-19T20:37:36,2.0,10Y,2,415LT,DISTURBANCE-LANDLORD,LOP140119000796,2014-01-20T02:58:14,"{'human_address': '{""address"":""LUSK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9198,OP,2014-01-19T20:39:26,5.0,32Y,2,5150,MENTALLY ILL,LOP140119000790,2014-01-19T23:38:50,"{'human_address': '{""address"":""BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9199,OP,2014-01-19T20:39:59,2.0,13Y,1,918,PERSON SCREAMING,LOP140119000791,2014-01-19T20:51:05,"{'human_address': '{""address"":""CLAREMONT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9200,OP,2014-01-19T20:42:49,5.0,35X,2,415C,415 UNKNOWN,LOP140119000794,2014-01-19T20:50:59,"{'human_address': '{""address"":""ALVINGROOM CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9201,OP,2014-01-19T20:46:37,5.0,35X,1,415UG,DISTURBANCE-UNWANTED,LOP140119000798,2014-01-19T22:25:44,"{'human_address': '{""address"":""ALVINGROOM CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9202,OP,2014-01-19T20:52:18,2.0,10Y,2,WELCK,WELFARE CHECK -- CHE,LOP140119000802,2014-01-20T01:55:57,"{'human_address': '{""address"":""53RD ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9203,OP,2014-01-19T20:54:48,4.0,25X,2,415GF,GIRLFRIEND CREATING,LOP140119000801,2014-01-19T22:07:30,"{'human_address': '{""address"":""MAYBELLE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9204,OP,2014-01-19T20:58:22,5.0,33X,2,5150,MENTALLY ILL,LOP140119000803,2014-01-19T21:57:39,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9205,OP,2014-01-19T21:03:28,1.0,03X,2,415,415 FAMILY,LOP140119000807,2014-01-19T22:18:11,"{'human_address': '{""address"":""9TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9206,OP,2014-01-19T21:07:18,2.0,13Y,2,SECCK,SECURITY CHECK,LOP140119000806,2014-01-19T21:43:53,"{'human_address': '{""address"":""CLAREMONT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9207,OP,2014-01-19T21:10:01,4.0,24X,2,23103,RECKLESS DRIVING,LOP140119000811,2014-01-19T21:39:45,"{'human_address': '{""address"":""HARRINGTON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9208,OP,2014-01-19T21:10:11,5.0,29X,2,10851,STOLEN VEHICLE,LOP140119000813,2014-01-20T17:51:14,"{'human_address': '{""address"":""72ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9209,OP,2014-01-19T21:15:23,1.0,01X,1,415,DISTURBING THE PEACE,LOP140119000814,2014-01-20T00:44:05,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9210,OP,2014-01-19T21:16:18,1.0,02Y,2,415,DISTURBING THE PEACE,LOP140119000815,2014-01-19T22:38:25,"{'human_address': '{""address"":""ST&amp;MANDELA PKWY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9211,OP,2014-01-19T21:23:31,3.0,18X,1,245,ASSAULT W/DEADLY WEA,LOP140119000821,2014-01-20T16:49:36,"{'human_address': '{""address"":""E 19TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9212,OP,2014-01-19T21:24:06,3.0,22X,2,23103,RECKLESS DRIVING,LOP140119000820,2014-01-19T21:50:18,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9213,OP,2014-01-19T21:25:56,5.0,30X,2,415,415 FAMILY,LOP140119000822,2014-01-20T05:31:35,"{'human_address': '{""address"":""82ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9214,OP,2014-01-19T21:26:02,5.0,30X,2,949,SUSPICIOUS VEHICLE,LOP140119000824,2014-01-20T03:07:52,"{'human_address': '{""address"":""HOLLY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9215,OP,2014-01-19T21:30:37,3.0,21Y,1,215,CARJACKING,LOP140119000823,2014-01-19T23:06:13,"{'human_address': '{""address"":""27TH ST&amp;FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9216,OP,2014-01-19T21:30:50,2.0,09X,2,A459,ATTEMPTED BURGLARY,LOP140119000825,2014-01-20T00:41:49,"{'human_address': '{""address"":""TERRACE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9217,OP,2014-01-19T21:42:57,2.0,14X,1,20001,HIT & RUN RESULTING,LOP140119000830,2014-01-20T00:26:39,"{'human_address': '{""address"":""GRAND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9218,OP,2014-01-19T21:45:43,1.0,04X,2,487,GRAND THEFT,LOP140119000832,2014-01-19T22:29:54,"{'human_address': '{""address"":""LAKESIDE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9219,OP,2014-01-19T21:49:23,1.0,01X,1,HAZ,HAZARDOUS SITUATION/,LOP140119000835,2014-01-20T00:08:38,"{'human_address': '{""address"":""WEST&amp;MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9220,OP,2014-01-19T21:53:46,1.0,07X,2,243E,BATTERY ON CO-HABITA,LOP140119000837,2014-01-20T01:00:39,"{'human_address': '{""address"":""SAN PABLO AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9221,OP,2014-01-19T21:57:53,3.0,21Y,1,940A,COVER THE OFFICER,LOP140119000838,2014-01-19T21:58:03,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9222,OP,2014-01-19T21:58:08,5.0,33X,2,SECCK,SECURITY CHECK,LOP140119000839,2014-01-19T22:08:52,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9223,OP,2014-01-19T22:01:57,4.0,26Y,1,243E,BATTERY ON CO-HABITA,LOP140119000840,2014-01-19T23:24:26,"{'human_address': '{""address"":""66TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9224,OP,2014-01-19T22:02:59,5.0,32Y,1,243E,BATTERY ON CO-HABITA,LOP140119000842,2014-01-20T00:29:27,"{'human_address': '{""address"":""VOLTAIRE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9225,OP,2014-01-19T22:04:46,4.0,28X,2,933R,ALARM-RINGER,LOP140119000843,2014-01-20T02:44:27,"{'human_address': '{""address"":""WALNUT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9226,OP,2014-01-19T22:06:29,5.0,32Y,1,5150,MENTALLY ILL,LOP140119000847,2014-01-20T02:55:09,"{'human_address': '{""address"":""99TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9227,OP,2014-01-19T22:06:38,5.0,35X,2,EVAL,EVALUATION,LOP140119000848,2014-01-19T22:49:30,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9228,OP,2014-01-19T22:06:45,4.0,26Y,2,933R,ALARM-RINGER,LOP140119000846,2014-01-19T23:38:18,"{'human_address': '{""address"":""81ST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9229,OP,2014-01-19T22:08:51,5.0,29X,2,20002,HIT & RUN (PROPERTY,LOP140119000850,2014-01-21T00:23:38,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9230,OP,2014-01-19T22:10:07,5.0,32Y,1,929,FIRE,LOP140119000849,2014-01-19T22:10:22,"{'human_address': '{""address"":""TRUMAN AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9231,OP,2014-01-19T22:12:41,1.0,03X,1,415,DISTURBING THE PEACE,LOP140119000854,2014-01-19T22:39:32,"{'human_address': '{""address"":""ST&amp;MADISON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9232,OP,2014-01-19T22:16:02,2.0,12Y,2,912,SUSPICIOUS PERSON,LOP140119000855,2014-01-19T23:51:09,"{'human_address': '{""address"":""ST&amp;SHAFTER AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9233,OP,2014-01-19T22:21:42,5.0,31Y,2,415C,415 UNKNOWN,LOP140119000858,2014-01-20T00:22:38,"{'human_address': '{""address"":""AV&amp;EDES AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9234,OP,2014-01-19T22:26:16,2.0,08X,1,243E,BATTERY ON CO-HABITA,LOP140119000859,2014-01-19T23:16:34,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9235,OP,2014-01-19T22:27:08,5.0,30Y,2,415BF,415 BOYFRIEND,LOP140119000861,2014-01-20T03:04:30,"{'human_address': '{""address"":""SUNKIST DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9236,OP,2014-01-19T22:32:07,2.0,08X,1,451,ARSON,LOP140119000867,2014-01-19T23:04:11,"{'human_address': '{""address"":""ANDOVER ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9237,OP,2014-01-19T22:37:53,1.0,06X,2,415,DISTURBING THE PEACE,LOP140119000872,2014-01-20T02:00:10,"{'human_address': '{""address"":""MACARTHUR BLVD&amp;MARKET ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9238,OP,2014-01-19T22:46:16,5.0,32Y,1,415,DISTURBING THE PEACE,LOP140119000876,2014-01-19T23:09:56,"{'human_address': '{""address"":""99TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9239,OP,2014-01-19T22:48:44,5.0,29X,1,929,FIRE,LOP140119000875,2014-01-19T22:49:06,"{'human_address': '{""address"":""DELMONT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9240,OP,2014-01-19T22:49:14,1.0,05X,1,211,ROBBERY,LOP140119000881,2014-01-20T00:25:06,"{'human_address': '{""address"":""ST&amp;WEST ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9241,OP,2014-01-19T22:50:04,1.0,02X,2,949,SUSPICIOUS VEHICLE,LOP140119000877,2014-01-19T22:52:22,"{'human_address': '{""address"":""8TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9242,OP,2014-01-19T22:50:15,3.0,21Y,2,415C,415 UNKNOWN,LOP140119000878,2014-01-19T22:51:57,"{'human_address': '{""address"":""FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9243,OP,2014-01-19T22:50:20,3.0,21Y,1,211,ROBBERY,LOP140119000879,2014-01-20T03:03:34,"{'human_address': '{""address"":""FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9244,OP,2014-01-19T22:52:29,3.0,20X,2,415GS,415 GUNSHOTS,LOP140119000884,2014-01-19T22:58:29,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9245,OP,2014-01-19T22:53:03,1.0,04X,1,242,BATTERY,LOP140119000888,2014-01-19T23:50:01,"{'human_address': '{""address"":""LAKESIDE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9246,OP,2014-01-19T22:53:21,2.0,12X,2,417,BRANDISH A WEAPON,LOP140119000889,2014-01-20T01:43:48,"{'human_address': '{""address"":""52ND ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9247,OP,2014-01-19T22:54:15,1.0,07X,2,901B,VEHICLE COLLISION-UN,LOP140119000890,2014-01-20T00:20:03,"{'human_address': '{""address"":""LINDEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9248,OP,2014-01-19T22:55:21,3.0,19X,2,911H,911 HANG-UP,LOP140119000887,2014-01-19T23:06:47,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9249,OP,2014-01-19T22:57:30,3.0,19X,1,CODE7,SUBJECT ARMED WITH W,LOP140119000892,2014-01-19T23:42:20,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9250,OP,2014-01-19T22:59:38,5.0,32Y,2,211,ROBBERY,LOP140119000895,2014-01-20T09:31:56,"{'human_address': '{""address"":""102ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9251,OP,2014-01-19T23:02:46,3.0,20X,1,417,BRANDISH A WEAPON,LOP140119000894,2014-01-19T23:16:40,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9252,OP,2014-01-19T23:07:44,5.0,33X,2,10851,STOLEN VEHICLE,LOP140119000897,2014-01-19T23:55:45,"{'human_address': '{""address"":""D ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9253,OP,2014-01-19T23:08:04,1.0,02Y,2,SECCK,SECURITY CHECK,LOP140119000896,2014-01-19T23:13:35,"{'human_address': '{""address"":""ST&amp;WILLOW ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9254,OP,2014-01-19T23:08:52,1.0,02Y,2,SIDESH,SIDESHOW,LOP140119000898,2014-01-19T23:56:14,"{'human_address': '{""address"":""ST&amp;MIDDLE HARBOR RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9255,OP,2014-01-19T23:11:33,5.0,30X,2,10851,STOLEN VEHICLE,LOP140119000904,2014-01-19T23:14:27,"{'human_address': '{""address"":""MORKEN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9256,OP,2014-01-19T23:11:47,5.0,29X,2,HAZ,HAZARDOUS SITUATION/,LOP140119000899,2014-01-20T14:30:12,"{'human_address': '{""address"":""DELMONT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9257,OP,2014-01-19T23:11:58,3.0,18X,1,243E,BATTERY ON CO-HABITA,LOP140119000901,2014-01-20T01:03:05,"{'human_address': '{""address"":""AV&amp;E 17TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9258,OP,2014-01-19T23:17:24,2.0,08X,1,211,ROBBERY,LOP140119000909,2014-01-20T04:51:21,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9259,OP,2014-01-19T23:22:49,3.0,19X,2,10851,STOLEN VEHICLE,LOP140119000915,2014-01-20T00:34:05,"{'human_address': '{""address"":""E 11TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9260,OP,2014-01-19T23:23:16,2.0,12Y,2,415,415 FAMILY,LOP140119000917,2014-01-20T03:16:40,"{'human_address': '{""address"":""CANNING ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9261,OP,2014-01-19T23:23:56,5.0,31Y,1,459AU,AUTO BURGLARY--IP,LOP140119000916,2014-01-20T00:01:23,"{'human_address': '{""address"":""DR&amp;HEGENBERGER RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9262,OP,2014-01-19T23:27:54,5.0,32X,1,459,BURGLARY,LOP140119000920,2014-01-20T05:45:14,"{'human_address': '{""address"":""99TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9263,OP,2014-01-19T23:29:22,5.0,32Y,1,242,BATTERY,LOP140119000921,2014-01-19T23:45:20,"{'human_address': '{""address"":""AV&amp;VOLTAIRE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9264,OP,2014-01-19T23:32:36,5.0,32X,2,5150,MENTALLY ILL,LOP140119000924,2014-01-20T05:47:55,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9265,OP,2014-01-19T23:34:24,1.0,05Y,2,10851,STOLEN VEHICLE,LOP140119000925,2014-01-20T02:08:17,"{'human_address': '{""address"":""15TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9266,OP,2014-01-19T23:35:58,4.0,27X,2,R10851,RECOVERED STOLEN VEH,LOP140119000928,2014-01-20T03:52:24,"{'human_address': '{""address"":""BLVD&amp;HIGH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9267,OP,2014-01-19T23:36:14,3.0,18Y,1,245,ASSAULT W/DEADLY WEA,LOP140119000926,2014-01-20T00:09:31,"{'human_address': '{""address"":""E 25TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9269,OP,2014-01-19T23:41:29,4.0,25Y,2,10851,STOLEN VEHICLE,LOP140119000933,2014-01-20T05:40:06,"{'human_address': '{""address"":""PHAETON DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9270,OP,2014-01-19T23:43:57,4.0,27X,2,SECCK,SECURITY CHECK,LOP140119000932,2014-01-20T00:13:17,"{'human_address': '{""address"":""BOND ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9271,OP,2014-01-19T23:48:51,1.0,02Y,2,SECCK,SECURITY CHECK,LOP140119000934,2014-01-20T01:36:50,"{'human_address': '{""address"":""ST&amp;HENRY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9272,OP,2014-01-19T23:50:56,5.0,32Y,2,417,BRANDISH A WEAPON,LOP140119000935,2014-01-20T04:29:34,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9273,OP,2014-01-19T23:52:06,5.0,31Y,2,SUSP,SUSPECT,LOP140119000937,2014-01-20T04:59:42,"{'human_address': '{""address"":""ENTERPRISE WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9274,OP,2014-01-19T23:52:52,4.0,25X,2,415,415 FAMILY,LOP140119000940,2014-01-20T02:03:03,"{'human_address': '{""address"":""PATTERSON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9275,OP,2014-01-19T23:56:07,3.0,18X,2,949,SUSPICIOUS VEHICLE,LOP140119000941,2014-01-20T00:21:17,"{'human_address': '{""address"":""E 21ST ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9276,OP,2014-01-20T00:00:00,5.0,31Y,1,243E,BATTERY ON CO-HABITA,LOP140120000001,2014-01-20T00:02:25,"{'human_address': '{""address"":""ENTERPRISE WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9277,OP,2014-01-20T00:03:18,5.0,35Y,2,WELCK,WELFARE CHECK -- CHE,LOP140120000007,2014-01-20T06:35:39,"{'human_address': '{""address"":""BARRETT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9278,OP,2014-01-20T00:06:11,2.0,13Z,2,SECCK,SECURITY CHECK,LOP140120000008,2014-01-20T00:41:09,"{'human_address': '{""address"":""MOUNTAIN BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9279,OP,2014-01-20T00:14:55,4.0,26X,2,415CU,DISTURBANCE-CUSTOMER,LOP140120000017,2014-01-20T01:54:06,"{'human_address': '{""address"":""E 8TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9280,OP,2014-01-20T00:16:40,3.0,17X,2,415,415 FAMILY,LOP140120000020,2014-01-20T00:52:56,"{'human_address': '{""address"":""10TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9281,OP,2014-01-20T00:17:08,3.0,21Y,2,211,ROBBERY,LOP140120000019,2014-01-20T06:01:38,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9282,OP,2014-01-20T00:17:25,1.0,06X,2,23103,RECKLESS DRIVING,LOP140120000023,2014-01-20T00:26:43,"{'human_address': '{""address"":""27TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9283,OP,2014-01-20T00:20:20,2.0,08X,2,601R,RUNAWAY,LOP140120000024,2014-01-20T04:38:01,"{'human_address': '{""address"":""RUBY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9284,OP,2014-01-20T00:22:31,4.0,24X,1,459,BURGLARY,LOP140120000026,2014-01-20T01:17:54,"{'human_address': '{""address"":""MERA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9285,OP,2014-01-20T00:26:43,5.0,32X,2,415,DISTURBING THE PEACE,LOP140120000029,2014-01-20T02:22:34,"{'human_address': '{""address"":""WALNUT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9286,OP,2014-01-20T00:47:13,3.0,19X,2,602L,TRESPASS:,LOP140120000036,2014-01-20T00:48:34,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9287,OP,2014-01-20T00:51:44,5.0,32Y,2,953,INVESTIGATE REPORT O,LOP140120000041,2014-01-20T01:01:38,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9288,OP,2014-01-20T00:52:28,5.0,32Y,1,WELCK,WELFARE CHECK -- CHE,LOP140120000043,2014-01-20T00:53:27,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9289,OP,2014-01-20T00:54:40,5.0,31Y,1,243E,BATTERY ON CO-HABITA,LOP140120000045,2014-01-20T02:03:35,"{'human_address': '{""address"":""HEGENBERGER RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9290,OP,2014-01-20T00:56:00,2.0,08X,2,261,SEXUAL ASSAULT; RAPE,LOP140120000047,2014-01-20T02:36:18,"{'human_address': '{""address"":""HAWTHORNE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9291,OP,2014-01-20T00:58:05,4.0,27Y,2,911H,911 HANG-UP,LOP140120000048,2014-01-20T01:37:50,"{'human_address': '{""address"":""HILTON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9292,OP,2014-01-20T01:07:19,4.0,25Y,2,SECCK,SECURITY CHECK,LOP140120000054,2014-01-20T01:11:45,"{'human_address': '{""address"":""FERNHOFF RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9293,OP,2014-01-20T01:10:35,5.0,32Y,2,953,INVESTIGATE REPORT O,LOP140120000057,2014-01-20T01:10:48,"{'human_address': '{""address"":""BLVD&amp;FRAZIER AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9294,OP,2014-01-20T01:12:57,2.0,13Z,2,5150,MENTALLY ILL,LOP140120000059,2014-01-20T04:25:41,"{'human_address': '{""address"":""OAKWOOD DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9295,OP,2014-01-20T01:14:54,5.0,30X,2,415,DISTURBING THE PEACE,LOP140120000060,2014-01-20T04:30:41,"{'human_address': '{""address"":""SUNSHINE CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9296,OP,2014-01-20T01:21:52,1.0,05X,2,SECCK,SECURITY CHECK,LOP140120000061,2014-01-20T02:10:23,"{'human_address': '{""address"":""20TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9297,OP,2014-01-20T01:27:21,5.0,34X,2,415,415 FAMILY,LOP140120000066,2014-01-20T02:50:17,"{'human_address': '{""address"":""88TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9298,OP,2014-01-20T01:28:47,5.0,35Y,2,912,SUSPICIOUS PERSON,LOP140120000064,2014-01-20T03:54:02,"{'human_address': '{""address"":""MARLOW DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
9299,OP,2014-01-20T01:40:34,4.0,26X,2,933R,ALARM-RINGER,LOP140120000070,2014-01-20T01:41:18,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
